employee_number,first_name,last_name,title,from_date,salary,emp_count
25376,Nathan,Panienski,Technique Leader,1989-04-14,45803,679
15846,Bowen,Litecky,Technique Leader,1989-03-23,40000,680
23707,Yoshimitsu,Ananiadou,Technique Leader,1989-03-21,46238,681
402401,Tze,Wroclawski,Technique Leader,1989-03-17,58959,682
16412,Moss,Tokunaga,Technique Leader,1989-03-10,66524,683
285216,Maria,Motley,Technique Leader,1989-03-07,40000,685
456355,Weiyi,Picaronny,Technique Leader,1989-03-07,40000,685
106042,Jiann,Calkin,Technique Leader,1989-03-01,40000,686
282223,Shigehito,Yeung,Technique Leader,1989-02-15,75436,687
434896,Zhensheng,Furudate,Technique Leader,1989-02-10,40000,688
421455,Trygve,Feldmann,Technique Leader,1989-02-02,73498,689
43986,Ghassan,Haumacher,Technique Leader,1989-01-30,66436,690
250996,Moie,Bazelow,Technique Leader,1989-01-28,40000,691
459691,Munenori,Brodal,Technique Leader,1989-01-25,40000,692
488271,Aimee,Rahier,Technique Leader,1989-01-09,40646,693
427097,Eishiro,Socorro,Technique Leader,1989-01-06,40000,695
242342,Marsha,Pargaonkar,Technique Leader,1989-01-06,40000,695
207808,Alper,Peyn,Technique Leader,1989-01-02,40000,696
240629,Jamaludin,Ratnaker,Technique Leader,1988-12-31,40000,697
403405,Manibrata,Clouatre,Technique Leader,1988-12-28,45116,698
289970,Hyuckchul,Carrere,Technique Leader,1988-12-26,52910,699
249117,Ugo,Silva,Technique Leader,1988-12-25,67615,701
83910,Zdislav,Flexer,Technique Leader,1988-12-25,58247,701
269790,Shen,Gustavson,Technique Leader,1988-12-18,64025,703
228051,Yuguang,Viele,Technique Leader,1988-12-18,51525,703
100674,Mariangiola,Lovengreen,Technique Leader,1988-12-17,50555,706
42277,Martina,Codenie,Technique Leader,1988-12-17,77425,706
468106,Adly,Kambil,Technique Leader,1988-12-17,79506,706
14344,Otilia,Buescher,Technique Leader,1988-12-16,41979,707
79177,Mooi,Herbst,Technique Leader,1988-12-15,45864,708
63562,Dannz,Heiserman,Technique Leader,1988-12-11,46283,709
219674,Martina,Snedden,Technique Leader,1988-12-10,43728,710
91023,Volkmar,Nitsche,Technique Leader,1988-12-09,49520,711
280212,Chanjung,Heemskerk,Technique Leader,1988-12-06,58441,714
401411,Werner,Boreale,Technique Leader,1988-12-06,40000,714
36627,Mary,Quadeer,Technique Leader,1988-12-06,58519,714
482648,Kinh,Velardi,Technique Leader,1988-12-05,40000,715
232184,Persi,Weiland,Technique Leader,1988-12-03,40000,717
220280,Marsal,Jervis,Technique Leader,1988-12-03,54257,717
448894,Rildo,Kugler,Technique Leader,1988-11-29,48323,718
459178,Tiina,Prampolini,Technique Leader,1988-11-28,64366,719
28510,Subhankar,Desikan,Technique Leader,1988-11-25,59021,720
68003,Kellie,Ratzlaff,Technique Leader,1988-11-21,40000,722
204993,Szabolcs,Zucker,Technique Leader,1988-11-21,70974,722
204938,Collette,Verspoor,Technique Leader,1988-11-20,40000,723
71913,Tooru,Feinberg,Technique Leader,1988-11-19,59759,727
263248,Jeong,Fiebach,Technique Leader,1988-11-19,70698,727
445251,Ingemar,Terekhov,Technique Leader,1988-11-19,40000,727
440234,Venkatesan,Morrey,Technique Leader,1988-11-19,42434,727
201190,Zdislav,Melski,Technique Leader,1988-11-17,52202,729
64960,Chinho,Gonthier,Technique Leader,1988-11-17,63785,729
246498,Matt,Herber,Technique Leader,1988-11-16,51937,730
12070,Ger,Shokrollahi,Technique Leader,1988-11-14,50233,731
40028,Wuxu,Hofman,Technique Leader,1988-11-13,51480,732
68780,Berni,Itschner,Technique Leader,1988-11-11,40000,733
99860,Mitchel,Homond,Technique Leader,1988-11-09,49331,734
215693,Hidefumi,Emmart,Technique Leader,1988-11-08,43705,735
429321,Lihong,Matzel,Technique Leader,1988-11-03,40000,736
431798,Masanao,Middleton,Technique Leader,1988-11-01,42011,738
492638,Shaowen,Chinin,Technique Leader,1988-11-01,51867,738
108223,Henk,Cangellaris,Technique Leader,1988-10-31,55782,740
76144,Khue,Clemencon,Technique Leader,1988-10-31,40000,740
80852,Yannis,Randt,Technique Leader,1988-10-30,66650,742
439687,Alejandra,Schlumberger,Technique Leader,1988-10-30,40000,742
21615,Shirish,Morrey,Technique Leader,1988-10-28,79062,743
106560,Tsuneo,Baar,Technique Leader,1988-10-27,40000,744
492067,Zito,Eppinger,Technique Leader,1988-10-26,68483,745
459287,Premsyl,Ranta,Technique Leader,1988-10-23,49306,746
481518,Panayotis,Duclos,Technique Leader,1988-10-22,44214,748
95798,Berry,Stemann,Technique Leader,1988-10-22,50007,748
67853,King,Perl,Technique Leader,1988-10-20,40000,749
29797,Selwyn,Krzyzanowski,Technique Leader,1988-10-18,40000,750
244750,Gaurav,Kamble,Technique Leader,1988-10-17,40000,751
435587,Mohua,Narahari,Technique Leader,1988-10-16,43835,752
444501,Mostafa,Bernick,Technique Leader,1988-10-15,40000,753
267891,Rafail,Rajala,Technique Leader,1988-10-14,51188,754
69366,Georg,Schrift,Technique Leader,1988-10-11,52943,755
106504,Tremaine,Panangaden,Technique Leader,1988-10-09,40000,756
284360,Kwun,Sommen,Technique Leader,1988-10-08,49745,757
447764,Berna,Plotkin,Technique Leader,1988-10-07,75377,758
225628,Tze,Pokrovskii,Technique Leader,1988-10-06,64174,760
223657,Kazuhide,Luca,Technique Leader,1988-10-06,59727,760
412183,Gou,Zyda,Technique Leader,1988-10-01,53637,761
207549,Youssef,Mattern,Technique Leader,1988-09-28,40000,762
17500,Jinya,Bratsberg,Technique Leader,1988-09-25,44825,764
59520,Babette,Montresor,Technique Leader,1988-09-25,45782,764
468194,Jinxi,Saoudi,Technique Leader,1988-09-23,40000,765
275622,Ennio,Emiris,Technique Leader,1988-09-20,53289,767
428937,Sudhanshu,Chappelet,Technique Leader,1988-09-20,40000,767
34564,Shao,Suomi,Technique Leader,1988-09-15,62048,768
482846,Samphel,Quittner,Technique Leader,1988-09-13,50413,769
83540,Rafail,Andreotta,Technique Leader,1988-09-10,44126,770
229819,Zhenbing,Delgrande,Technique Leader,1988-09-09,53781,771
38679,Zvonko,Bael,Technique Leader,1988-09-08,40000,772
290864,Ohad,Morrow,Technique Leader,1988-09-06,40000,775
419670,Otilia,Kuzuoka,Technique Leader,1988-09-06,49837,775
241788,Val,Shimshoni,Technique Leader,1988-09-06,60123,775
406428,Subir,Otillio,Technique Leader,1988-09-05,40000,776
286493,Uma,Ciolek,Technique Leader,1988-09-03,51989,778
470933,Lakshmi,Walstra,Technique Leader,1988-09-03,40000,778
434017,Wuxu,Radivojevic,Technique Leader,1988-09-02,40000,779
107985,Hausi,Cools,Technique Leader,1988-08-30,66727,784
60199,Khalid,Conia,Technique Leader,1988-08-30,40000,784
43582,Kankanahalli,Demizu,Technique Leader,1988-08-30,59155,784
16674,Duke,Takanami,Technique Leader,1988-08-30,40000,784
464174,Palash,Broomell,Technique Leader,1988-08-30,56106,784
36722,Samphel,Zirintsis,Technique Leader,1988-08-29,40000,785
421536,Sumali,Prochazka,Technique Leader,1988-08-28,45519,787
101110,Mahmut,Strooper,Technique Leader,1988-08-28,49189,787
479906,Duri,Silva,Technique Leader,1988-08-27,40000,788
286636,Cordelia,Leivant,Technique Leader,1988-08-26,40000,789
21663,Eberhardt,Serra,Technique Leader,1988-08-24,40000,790
55024,Jaber,Srimani,Technique Leader,1988-08-22,53184,792
483956,Goo,Garrabrants,Technique Leader,1988-08-22,59356,792
436662,Mingzeng,Versino,Technique Leader,1988-08-21,51517,794
280883,Shao,Compeau,Technique Leader,1988-08-21,53939,794
238880,Atreye,Heyers,Technique Leader,1988-08-19,42721,795
414421,Shai,Griswold,Technique Leader,1988-08-10,69421,797
53430,Marke,Schneeberger,Technique Leader,1988-08-10,68380,797
242655,Tadahiko,Gunderson,Technique Leader,1988-08-09,42113,798
494743,Souichi,Thummel,Technique Leader,1988-08-07,42948,799
417796,Feipei,Nitta,Technique Leader,1988-08-06,45477,800
96499,Arvin,Mitina,Technique Leader,1988-08-02,72165,802
448096,Aksel,Rouquie,Technique Leader,1988-08-02,69572,802
252915,Jouni,Acton,Technique Leader,1988-07-29,60875,803
291655,Krassimir,Gulla,Technique Leader,1988-07-26,62873,804
60022,Koichi,Dolinsky,Technique Leader,1988-07-25,48250,805
66866,Luise,Sundgren,Technique Leader,1988-07-23,56785,806
210702,Carrsten,Jeong,Technique Leader,1988-07-22,40000,807
252044,Yurii,Syang,Technique Leader,1988-07-20,40000,808
109267,Ziyad,Bardell,Technique Leader,1988-07-17,44179,809
463098,Howell,Merlo,Technique Leader,1988-07-16,40000,810
85325,Nagui,Kadhim,Technique Leader,1988-07-14,47731,811
107131,Lijie,Streng,Technique Leader,1988-07-12,45823,812
403740,Yakkov,Garnick,Technique Leader,1988-07-06,66532,813
94922,Shaowen,Neimat,Technique Leader,1988-07-05,66493,814
210787,Subhada,Setiz,Technique Leader,1988-07-04,58044,815
37624,Jianhua,Bahi,Technique Leader,1988-07-02,60860,816
431395,Xuejun,Litzkow,Technique Leader,1988-07-01,40000,817
280687,Sakthirel,Lodder,Technique Leader,1988-06-30,43322,818
64288,Gad,Siochi,Technique Leader,1988-06-28,46775,819
29488,Niclas,Eastman,Technique Leader,1988-06-24,51869,820
70964,Berhard,Seghrouchni,Technique Leader,1988-06-23,40000,821
217283,Khosrow,Falco,Technique Leader,1988-06-19,40000,823
76488,Baruch,Sridhar,Technique Leader,1988-06-19,50923,823
242789,Hitomi,Nitsch,Technique Leader,1988-06-18,40000,826
239939,Uli,Bazelow,Technique Leader,1988-06-18,65164,826
258629,Filipe,Yeung,Technique Leader,1988-06-18,41485,826
202905,Sham,Birdsall,Technique Leader,1988-06-16,40000,827
109827,Eckart,Strooper,Technique Leader,1988-06-14,40000,829
447023,Masaki,Joslin,Technique Leader,1988-06-14,40000,829
438258,Arlette,Aumann,Technique Leader,1988-06-13,45138,830
102220,Deborah,Poehlman,Technique Leader,1988-06-11,40000,831
240690,Jungsoon,Narahara,Technique Leader,1988-06-09,53586,833
240268,Masanao,Iwayama,Technique Leader,1988-06-09,40000,833
69888,Billur,Speel,Technique Leader,1988-06-06,61912,834
259777,Siamak,Godskesen,Technique Leader,1988-06-05,50401,835
221161,Panayotis,Perng,Technique Leader,1988-06-04,70687,837
244590,Takanari,Azadmanesh,Technique Leader,1988-06-04,40000,837
274489,Dhritiman,Gulak,Technique Leader,1988-05-26,40000,838
106121,Moni,Tiemann,Technique Leader,1988-05-25,40000,840
41612,Mariangiola,Provine,Technique Leader,1988-05-25,46111,840
97225,Adam,Erez,Technique Leader,1988-05-21,40000,841
261595,Kankanahalli,Dymetman,Technique Leader,1988-05-17,50607,842
76957,Saniya,Rosca,Technique Leader,1988-05-14,65976,843
29208,Radoslaw,Schusler,Technique Leader,1988-05-13,52370,845
269565,Maik,Rosar,Technique Leader,1988-05-13,52351,845
48285,Siamak,McAlpine,Technique Leader,1988-05-12,46773,847
19051,Marek,Cappello,Technique Leader,1988-05-12,70956,847
79446,Filipe,Pettis,Technique Leader,1988-05-10,47898,848
480289,Dietrich,Verhoeff,Technique Leader,1988-05-03,40000,849
259225,Toshimo,Stifter,Technique Leader,1988-05-01,67761,851
466605,Harngdar,Sury,Technique Leader,1988-05-01,60419,851
40587,Xiping,Genin,Technique Leader,1988-04-30,42759,852
264954,Naftali,McClure,Technique Leader,1988-04-28,69956,854
80208,Elvia,Samarati,Technique Leader,1988-04-28,42186,854
24041,Macha,Bednarek,Technique Leader,1988-04-27,40000,856
484260,Subhada,Sullins,Technique Leader,1988-04-27,40000,856
448664,Mori,Khamsi,Technique Leader,1988-04-26,40000,857
409873,Taiji,Dayana,Technique Leader,1988-04-21,51354,858
299974,Garnet,Ranum,Technique Leader,1988-04-20,40000,859
475933,Yechiam,Streng,Technique Leader,1988-04-18,40000,860
249758,Serge,Klerer,Technique Leader,1988-04-17,46877,861
464338,Cathie,Vickson,Technique Leader,1988-04-12,66687,862
445248,Leandro,Bellone,Technique Leader,1988-04-09,57053,864
254902,Etsuo,Sifakis,Technique Leader,1988-04-09,49031,864
476533,Xumin,Penn,Technique Leader,1988-04-06,42720,866
428593,Gita,Ozeki,Technique Leader,1988-04-06,66795,866
229182,Georg,Bail,Technique Leader,1988-04-05,40000,869
77344,Gian,Lorch,Technique Leader,1988-04-05,54163,869
108669,Jeanne,Garnham,Technique Leader,1988-04-05,40000,869
258651,Oscar,Compeau,Technique Leader,1988-04-03,50171,870
279321,Sukumar,Flasterstein,Technique Leader,1988-04-01,44674,871
78429,Chinhyun,Andreotta,Technique Leader,1988-03-31,60563,873
273964,Nathan,Ratnaker,Technique Leader,1988-03-31,50294,873
276517,Kitty,Matzke,Technique Leader,1988-03-27,51421,876
22443,Mari,Baja,Technique Leader,1988-03-27,51204,876
83895,Hyuncheol,Pettey,Technique Leader,1988-03-27,40000,876
103644,Harjit,Erdi,Technique Leader,1988-03-23,65011,877
299435,Shao,Shinomoto,Technique Leader,1988-03-22,40000,878
289674,Berto,Ranta,Technique Leader,1988-03-21,40000,880
225610,Vishv,Morris,Technique Leader,1988-03-21,47681,880
299950,Tran,Frolund,Technique Leader,1988-03-19,40000,881
412869,Miomir,Chinin,Technique Leader,1988-03-18,41473,882
84510,Matt,Leaver,Technique Leader,1988-03-17,48914,883
89624,Pohua,Cherinka,Technique Leader,1988-03-15,53836,886
64761,Dekang,Fujisaki,Technique Leader,1988-03-15,48160,886
23996,Debaprosad,Hasham,Technique Leader,1988-03-15,40000,886
453842,Satoru,Guerreiro,Technique Leader,1988-03-12,40000,887
433689,Make,Borovoy,Technique Leader,1988-03-09,40000,889
20334,Miquel,Frijda,Technique Leader,1988-03-09,42423,889
42818,Radhakrishnan,Jenevein,Technique Leader,1988-03-08,53858,891
103059,Hatem,Mondadori,Technique Leader,1988-03-08,49110,891
260273,Lillian,McAlpine,Technique Leader,1988-03-07,40000,893
52149,Greger,Broomell,Technique Leader,1988-03-07,40000,893
74802,Mingzeng,Demizu,Technique Leader,1988-03-06,49280,895
462355,Shahar,Besselaar,Technique Leader,1988-03-06,40000,895
232298,Bader,Tempesti,Technique Leader,1988-03-02,40000,896
486512,Sangeeta,Casley,Technique Leader,1988-03-01,51878,898
459899,Mansur,Saoudi,Technique Leader,1988-03-01,45036,898
218952,Zeljko,Sommer,Technique Leader,1988-02-29,40000,900
21210,Yechiam,Gelosh,Technique Leader,1988-02-29,40000,900
433829,Mayumi,Murrill,Technique Leader,1988-02-28,52307,901
427319,Yuuichi,Deyuan,Technique Leader,1988-02-27,40000,902
475506,Uwe,Kermarrec,Technique Leader,1988-02-26,59559,903
491410,Satyanarayana,Percebois,Technique Leader,1988-02-24,65095,904
213312,Aron,McFarlan,Technique Leader,1988-02-22,54703,905
73465,Susanne,Adachi,Technique Leader,1988-02-20,57800,906
74425,Shakhar,Pero,Technique Leader,1988-02-17,50240,907
275403,Fei,Farrag,Technique Leader,1988-02-14,63360,908
14384,Tomofumi,Holburn,Technique Leader,1988-02-13,58260,910
72343,Make,Bodoff,Technique Leader,1988-02-13,44312,910
48185,Adel,Pusterhofer,Technique Leader,1988-02-09,40000,912
279910,Yongmin,Snyers,Technique Leader,1988-02-09,40000,912
435713,Ortrun,Daescu,Technique Leader,1988-02-06,56325,914
475205,Maris,Rusterholz,Technique Leader,1988-02-06,40000,914
98125,Subir,VanScheik,Technique Leader,1988-02-04,51565,915
44992,Kendra,Perna,Technique Leader,1988-02-02,40000,917
251591,Shahar,Pietrzykowski,Technique Leader,1988-02-02,40000,917
438907,Manibrata,Ecklund,Technique Leader,1988-01-28,54727,919
487130,Alselm,Roison,Technique Leader,1988-01-28,40000,919
266432,Roddy,Biron,Technique Leader,1988-01-24,40000,920
487422,Adhemar,Maksimenko,Technique Leader,1988-01-21,81540,922
288698,Abdelwaheb,Penz,Technique Leader,1988-01-21,40000,922
414282,Cristinel,Uehara,Technique Leader,1988-01-17,52268,923
30123,Rosita,Baba,Technique Leader,1988-01-16,78638,924
221583,Atreyi,Heusch,Technique Leader,1988-01-15,40000,925
279378,Pradeep,Lenart,Technique Leader,1988-01-12,42161,926
262696,Mart,Setlzner,Technique Leader,1988-01-11,70505,927
46457,Alenka,Keohane,Technique Leader,1988-01-09,51352,929
264492,Ebru,Harllee,Technique Leader,1988-01-09,67776,929
445371,Phillip,Tempesti,Technique Leader,1988-01-06,49099,930
473857,Vesna,Tetzlaff,Technique Leader,1988-01-02,40000,931
258681,Weijing,Brobst,Technique Leader,1988-01-01,48742,932
481708,Christfried,Salverda,Technique Leader,1987-12-31,40000,934
284391,Berto,Bennet,Technique Leader,1987-12-31,50438,934
435666,Dmitry,Zhang,Technique Leader,1987-12-28,59062,936
59210,Florian,Carrera,Technique Leader,1987-12-28,67167,936
32168,Yaghout,Swick,Technique Leader,1987-12-27,40000,937
298253,Sven,Shinomoto,Technique Leader,1987-12-26,53244,939
212854,Pranay,Hennings,Technique Leader,1987-12-26,60287,939
297072,Mariangiola,Staudhammer,Technique Leader,1987-12-24,41313,940
81398,Hyuncheol,Gulak,Technique Leader,1987-12-23,40000,941
230622,Unal,Quittner,Technique Leader,1987-12-19,40000,942
29811,Erzsebet,Kohling,Technique Leader,1987-12-17,48409,943
458196,Brendon,Llado,Technique Leader,1987-12-16,51265,945
419365,Shuichi,Sommen,Technique Leader,1987-12-16,50329,945
20631,Masaki,Heiserman,Technique Leader,1987-12-11,40000,946
434673,Jeanne,Menhoudj,Technique Leader,1987-12-07,75145,947
26543,Zhonghua,Koyama,Technique Leader,1987-12-04,40000,949
294611,Sanjai,Milicia,Technique Leader,1987-12-04,40000,949
57026,Tuval,Gyimothy,Technique Leader,1987-11-30,40000,950
53201,Kien,Lagarias,Technique Leader,1987-11-29,40000,951
78493,Kaijung,Basagni,Technique Leader,1987-11-25,40000,952
476315,Sushant,Angelopoulos,Technique Leader,1987-11-24,40000,953
432380,Duro,Anick,Technique Leader,1987-11-23,46736,954
50071,Khue,Baalen,Technique Leader,1987-11-19,80387,955
101808,Atreye,Hedayat,Technique Leader,1987-11-18,42707,956
221485,Nahum,Szmurlo,Technique Leader,1987-11-17,46915,957
73207,Kyoichi,Domenig,Technique Leader,1987-11-15,40000,958
38335,Masaru,Malabarba,Technique Leader,1987-11-14,40000,960
286144,Rutger,Birke,Technique Leader,1987-11-14,40000,960
37914,Yinlin,Rosch,Technique Leader,1987-11-13,48118,961
441668,Huiqun,Crelier,Technique Leader,1987-11-12,49571,962
402230,Przemyslawa,Sanella,Technique Leader,1987-11-09,52320,963
49774,Shigeaki,Zyda,Technique Leader,1987-11-07,40000,964
95804,Otmar,Luce,Technique Leader,1987-11-06,47038,966
246089,Hironobu,Otillio,Technique Leader,1987-11-06,51607,966
495509,Zijian,Chaudhuri,Technique Leader,1987-11-04,58992,968
420578,Francoise,Kalsbeek,Technique Leader,1987-11-04,40000,968
273958,Jiafu,Klerer,Technique Leader,1987-11-02,49260,969
473911,Kwangyoen,Coorg,Technique Leader,1987-10-29,48857,970
102292,Fumiyo,Peltason,Technique Leader,1987-10-28,61172,971
66467,Zine,Erdmenger,Technique Leader,1987-10-27,40000,972
204518,Saeko,Selvestrel,Technique Leader,1987-10-24,59389,973
64335,Tristan,Thummel,Technique Leader,1987-10-23,40449,975
409584,Duke,Cooman,Technique Leader,1987-10-23,61796,975
70190,Zeljko,Luiz,Technique Leader,1987-10-22,45201,977
215695,Jasminko,Wendorf,Technique Leader,1987-10-22,40000,977
418733,Barun,Velasco,Technique Leader,1987-10-20,72124,979
265527,Olivera,Hiraishi,Technique Leader,1987-10-20,44057,979
280803,Zine,Dayana,Technique Leader,1987-10-18,42621,980
56543,Chrisa,Hanabata,Technique Leader,1987-10-10,44424,981
270125,Shih,Hettesheimer,Technique Leader,1987-10-09,60052,983
476190,Nathan,Porenta,Technique Leader,1987-10-09,40000,983
482747,Sumali,Lichtner,Technique Leader,1987-10-07,40000,984
275032,Horward,Rubsam,Technique Leader,1987-10-03,40000,985
222346,Muneo,Gadepally,Technique Leader,1987-10-02,40000,986
279689,Martins,McDermid,Technique Leader,1987-10-01,40000,988
224207,Youssef,Khalil,Technique Leader,1987-10-01,40000,988
215616,Sachar,Aloisi,Technique Leader,1987-09-30,40000,989
73782,Janche,Prochazka,Technique Leader,1987-09-29,40000,990
234214,Yunming,Matzen,Technique Leader,1987-09-24,40000,991
51446,Byong,Uehara,Technique Leader,1987-09-23,40000,992
23527,Shiv,Borstler,Technique Leader,1987-09-22,40000,993
22375,Snehasis,Kulisch,Technique Leader,1987-09-19,47344,995
222439,Arve,Kirkerud,Technique Leader,1987-09-19,53188,995
209657,Narain,Lunn,Technique Leader,1987-09-16,40000,997
489368,Tianruo,Parascandalo,Technique Leader,1987-09-16,55080,997
200368,Yuichiro,Kornyak,Technique Leader,1987-09-14,41836,999
462618,Mingdong,Munoz,Technique Leader,1987-09-14,50459,999
287824,Yechezkel,Zaccaria,Technique Leader,1987-09-13,40000,1000
482363,Lenore,Georg,Technique Leader,1987-09-10,48289,1003
264690,Venkatesan,Sewelson,Technique Leader,1987-09-10,40000,1003
407879,Jingling,Spell,Technique Leader,1987-09-10,53429,1003
240129,Roddy,Karnin,Technique Leader,1987-09-09,43548,1004
462473,Honesty,Butterworth,Technique Leader,1987-09-08,40000,1005
201931,Chirstian,Anily,Technique Leader,1987-09-06,40000,1006
220918,Kankanahalli,Melski,Technique Leader,1987-09-05,40000,1007
35584,Gift,DasSarma,Technique Leader,1987-09-04,58810,1008
436822,Nahid,Yavatkar,Technique Leader,1987-09-01,40000,1009
475934,Arch,Munoz,Technique Leader,1987-08-29,55942,1010
278977,Vatsa,Unno,Technique Leader,1987-08-28,40000,1011
231207,Peternela,Lakshmanan,Technique Leader,1987-08-27,40000,1012
481945,Danae,Stiles,Technique Leader,1987-08-23,66543,1013
85675,Ziya,Spell,Technique Leader,1987-08-22,40000,1014
75561,Nahum,Jervis,Technique Leader,1987-08-18,52299,1015
40904,Fumiko,Willoner,Technique Leader,1987-08-17,40000,1016
96921,Along,Waymire,Technique Leader,1987-08-16,40000,1018
203246,Fen,Schrift,Technique Leader,1987-08-16,40000,1018
202427,True,Ghandeharizadeh,Technique Leader,1987-08-15,40000,1020
427159,Adib,Zockler,Technique Leader,1987-08-15,40000,1020
258500,Kristinn,Crabtree,Technique Leader,1987-08-13,56811,1023
288075,Nectarios,Aloia,Technique Leader,1987-08-13,61308,1023
16201,Krassimir,Olano,Technique Leader,1987-08-13,53081,1023
472701,Jiann,Isaac,Technique Leader,1987-08-08,61719,1024
216186,Kazuhito,Schaar,Technique Leader,1987-08-07,46696,1025
15069,Manton,Siksek,Technique Leader,1987-08-05,40000,1026
465560,Berhard,Wrigley,Technique Leader,1987-08-01,59135,1028
60653,Wonhee,Bamford,Technique Leader,1987-08-01,45579,1028
45200,Teunis,Chvatal,Technique Leader,1987-07-29,59523,1029
461317,Leni,Chartres,Technique Leader,1987-07-28,61944,1030
441278,Chandrasekaran,Wallrath,Technique Leader,1987-07-25,55725,1031
220762,Pramod,Schreiter,Technique Leader,1987-07-20,40000,1032
468021,Mandell,Meszaros,Technique Leader,1987-07-19,49741,1033
103918,Seshu,Jenevein,Technique Leader,1987-07-15,42579,1034
24823,Garnet,Walstra,Technique Leader,1987-07-13,60223,1035
73110,Gift,Osgood,Technique Leader,1987-07-12,56048,1036
477883,Taizo,Bennet,Technique Leader,1987-07-09,58884,1037
94118,Gina,Ellozy,Technique Leader,1987-07-07,40000,1038
23883,Dayanand,Ozery,Technique Leader,1987-07-06,40783,1039
466095,Candido,Stemann,Technique Leader,1987-07-04,40000,1041
469267,Zhigen,Merey,Technique Leader,1987-07-04,40000,1041
291301,Miquel,Sidje,Technique Leader,1987-07-03,40000,1042
94849,Shao,Koshino,Technique Leader,1987-06-26,74677,1043
403193,Surveyors,Wiegley,Technique Leader,1987-06-24,40000,1044
449710,Lokesh,Beznosov,Technique Leader,1987-06-22,48930,1046
447808,Wanqing,Gimbel,Technique Leader,1987-06-22,73167,1046
495394,Goh,Impagliazzo,Technique Leader,1987-06-21,40000,1047
65543,Mahmut,Verhoeff,Technique Leader,1987-06-19,40000,1048
46470,Adhemar,Rassart,Technique Leader,1987-06-18,40000,1049
481947,Gift,Peac,Technique Leader,1987-06-16,88156,1050
11528,Zito,Dolinsky,Technique Leader,1987-06-15,44026,1052
289606,Paraskevi,Jumpertz,Technique Leader,1987-06-15,55305,1052
295059,Josyula,Roisin,Technique Leader,1987-06-14,40000,1055
422223,Zine,Madeira,Technique Leader,1987-06-14,40000,1055
245062,Jayesh,Cyne,Technique Leader,1987-06-14,43276,1055
217844,Hideo,Munch,Technique Leader,1987-06-11,40000,1056
96996,Hideo,Validov,Technique Leader,1987-06-10,61983,1057
275449,Ronghao,Lambe,Technique Leader,1987-06-09,53607,1058
293120,Shaz,Plump,Technique Leader,1987-06-05,40000,1059
229450,Debatosh,Tramer,Technique Leader,1987-06-01,48569,1061
63679,Amalendu,Beidas,Technique Leader,1987-06-01,55496,1061
234281,Zito,Karnin,Technique Leader,1987-05-29,40000,1063
457092,Serif,Kriebel,Technique Leader,1987-05-29,57120,1063
435417,Ranga,Melski,Technique Leader,1987-05-28,40000,1065
263587,Suzette,Heydon,Technique Leader,1987-05-28,40000,1065
104537,Sadun,Schnelling,Technique Leader,1987-05-25,43916,1066
224251,Kensei,Juneja,Technique Leader,1987-05-22,58573,1067
64111,Godehard,Sherertz,Technique Leader,1987-05-21,40000,1068
417978,Leaf,Merro,Technique Leader,1987-05-20,40000,1070
255641,Randy,Bahi,Technique Leader,1987-05-20,60548,1070
249067,Geoff,Hasenauer,Technique Leader,1987-05-19,41079,1072
258205,Gill,Matteis,Technique Leader,1987-05-19,40000,1072
271602,Troy,Baak,Technique Leader,1987-05-18,40000,1073
273306,Ziyad,Otillio,Technique Leader,1987-05-15,40000,1075
104882,Gererd,Asrin,Technique Leader,1987-05-15,48579,1075
246568,Tianruo,Dymetman,Technique Leader,1987-05-08,47539,1076
417120,Candido,Ghelli,Technique Leader,1987-05-07,40000,1077
484651,Mayumi,Nicolson,Technique Leader,1987-05-04,49655,1078
221188,Masaki,Jansen,Technique Leader,1987-05-03,55588,1079
16185,Marin,Winter,Technique Leader,1987-04-28,44003,1080
64200,Khun,Bojadziev,Technique Leader,1987-04-27,40000,1082
34578,Jahangir,Baaz,Technique Leader,1987-04-27,44973,1082
83296,Pascal,Lorin,Technique Leader,1987-04-26,42320,1083
211498,Zsolt,Hambrick,Technique Leader,1987-04-25,56880,1084
98098,Feipei,Eterovic,Technique Leader,1987-04-24,40000,1085
223222,Chinya,Krzyzanowski,Technique Leader,1987-04-22,42045,1087
458480,Christ,Ritzmann,Technique Leader,1987-04-22,50927,1087
279901,Premsyl,Stanfel,Technique Leader,1987-04-13,40000,1088
453262,Manohar,Eiron,Technique Leader,1987-04-12,55581,1089
475463,Kendra,Kawashima,Technique Leader,1987-04-09,40000,1090
295671,Val,Dalton,Technique Leader,1987-04-08,40163,1091
467630,Radhika,Smeets,Technique Leader,1987-04-03,51190,1092
275803,Jaroslava,Erdmenger,Technique Leader,1987-04-01,40000,1093
107000,Bowen,Uchoa,Technique Leader,1987-03-28,58611,1094
220955,Houman,Nicolson,Technique Leader,1987-03-24,40000,1095
403255,Annemarie,Ranft,Technique Leader,1987-03-23,55230,1096
273952,Nahla,Braccini,Technique Leader,1987-03-22,40000,1097
404858,Moty,Srimani,Technique Leader,1987-03-21,40000,1099
88919,Aleksander,Savasere,Technique Leader,1987-03-21,40000,1099
102654,Gregory,Makinen,Technique Leader,1987-03-20,50339,1100
486366,Foong,Billawala,Technique Leader,1987-03-19,41376,1101
72885,Yinghua,Coullard,Technique Leader,1987-03-17,54456,1104
